Fid,Gender,Age,Bank_Account,Bank_Name,Trans_Amount,Transno,Balance,Trans_Type,Trans_Date,Location,Fraud
158.65.51.108.26.236-29,Female,43,HFRK75761429254187,Global Bank,7935.79,5900,34684.5,Debit,2023-08-12,Mumbai,1
111.124.101.122.129.111-95,Male,77,TXWZ93698791720030,Unity Bank,975.61,5904,21798.88,Credit,2023-08-11,Beijing,1
80.121.189.203.154.219-52,Female,63,KYML77549606883784,Unity Bank,4212.83,4854,25479.42,Credit,2024-01-30,Sydney,1
12.159.20.22.165.131-77,Female,60,TUFE44909564248719,Capital Trust,7177.74,8639,44056.8,Credit,2024-01-05,New York,1
196.207.233.59.67.208-91,Male,59,JIEQ02205870093422,Capital Trust,9330.43,7981,35326.83,Debit,2024-09-19,Berlin,1
191.124.187.74.82.118-22,Female,66,MFBY53385384821567,Pioneer Savings,9734.37,2419,17287.85,Debit,2023-01-02,Beijing,1
143.255.184.210.227.13-28,Female,48,EJKC67290907893608,Global Bank,4949.63,3717,31355.31,Debit,2023-04-19,Mumbai,0
105.134.206.142.172.108-84,Female,63,JPOZ38998650815650,Global Bank,8078.6,2129,46127.06,Credit,2023-09-09,Berlin,0
109.3.133.144.75.88-35,Male,74,QWRN39705825685941,Global Bank,1407.54,2845,41562.1,Debit,2021-12-01,Sydney,1
70.23.241.134.94.44-15,Male,75,FKUC71595571301513,Capital Trust,4226.17,9188,14070.78,Debit,2022-07-29,Sydney,1
86.129.90.41.202.221-66,Male,20,FYRH21532451533862,Capital Trust,5638.65,7167,32910.29,Credit,2023-06-12,Beijing,1
87.89.237.165.146.97-99,Female,37,HAZO82925411755656,Summit Bank,402.81,9922,8446.16,Credit,2024-05-04,New York,0
35.214.249.121.34.122-50,Male,75,NPWD19413368986095,Summit Bank,5955.25,5701,14829.23,Debit,2022-04-28,Mumbai,1
205.193.240.237.23.155-55,Male,60,WGNZ51171722094079,Capital Trust,4506.51,1019,42835.58,Credit,2023-05-20,Berlin,1
117.228.98.39.75.132-71,Female,25,RQEU57863558103137,Pioneer Savings,8257.82,2688,45754.47,Credit,2022-05-15,Beijing,1
159.24.215.31.241.119-58,Female,24,RBRO07397565697225,Unity Bank,9512.2,4516,31897.16,Debit,2024-03-09,Berlin,0
140.228.102.237.187.103-91,Female,62,EJMO75791995632225,Capital Trust,1726.72,6043,31800.27,Credit,2023-08-09,Sydney,0
250.112.147.18.253.77-88,Female,36,HGFV73257317031647,Unity Bank,7685.51,3166,25887.57,Debit,2024-05-28,London,0
158.55.123.219.127.120-11,Female,43,MXLC95090021373279,Pioneer Savings,5276.13,8180,5512.45,Credit,2022-06-09,Sydney,0
61.102.120.35.82.235-44,Male,28,HJSM88057107637925,Unity Bank,3435.08,5667,1171.8,Debit,2024-03-27,Berlin,1
3.136.145.245.71.139-69,Female,78,VHUS12008359517348,Summit Bank,5785.64,3928,26203.27,Debit,2022-10-12,Beijing,0
60.116.94.140.6.24-33,Female,47,YNAJ88750949251412,Pioneer Savings,2550.89,3925,25631.84,Debit,2023-02-14,New York,0
73.196.78.29.87.241-15,Female,33,WIFJ95470416321435,Global Bank,4714.18,8906,32409.91,Debit,2023-08-19,Mumbai,1
40.178.65.41.129.61-19,Female,69,BUAF45524871703529,Unity Bank,871.19,9298,29094.85,Debit,2022-10-27,Tokyo,0
193.209.17.180.165.26-89,Male,24,QQPL69628406273414,Unity Bank,4147.31,3499,22170.43,Credit,2022-08-08,Mumbai,1
175.187.255.200.131.36-39,Male,78,DYZL40216000958098,Unity Bank,5378.75,7399,25896.63,Debit,2023-08-22,Berlin,1
145.250.232.225.248.129-80,Male,60,ORUF25979878714262,Global Bank,5005.53,7218,38699.21,Debit,2023-01-11,Beijing,0
209.163.233.126.216.6-71,Female,71,NJLI10274785612170,Global Bank,2879.72,7831,7124.6,Debit,2021-11-30,London,1
10.218.198.69.76.171-97,Female,42,VYXM45237186537913,Pioneer Savings,7113.61,4056,29058.78,Debit,2023-11-30,Sydney,1
41.161.185.88.187.39-73,Female,35,KMCC17318403144783,Unity Bank,134.61,6296,49963.38,Debit,2022-06-10,Berlin,1
12.226.100.155.213.60-37,Female,68,SSVF19082511171971,Capital Trust,817.44,4732,26752.64,Credit,2024-04-17,Berlin,0
76.55.231.46.20.161-10,Female,24,PTUI68973514499790,Summit Bank,6184.5,5711,14597.46,Debit,2023-07-05,Sydney,0
164.59.83.113.179.121-72,Male,25,DGAM17369365583454,Summit Bank,5122.96,3623,12730.83,Credit,2022-11-04,London,1
53.94.93.53.152.179-16,Male,35,SDZI02343127654990,Global Bank,6334.45,4211,35547.38,Debit,2022-01-08,Tokyo,1
114.60.212.228.68.179-70,Female,54,ONRU83128801704483,Pioneer Savings,2064.67,3511,42082.56,Debit,2023-05-28,Mumbai,1
186.102.127.179.56.195-65,Male,28,PCGB09409847883034,Pioneer Savings,3595.74,9578,41520.57,Credit,2024-02-16,London,1
212.3.207.80.209.176-83,Male,30,TJDU49199638843141,Unity Bank,7112.11,4753,40186.35,Debit,2024-02-06,London,1
206.16.78.210.187.223-87,Female,73,GXIP51612974550923,Capital Trust,562.92,2207,23990.26,Debit,2023-09-28,New York,1
178.116.204.223.248.226-61,Male,70,TWEJ57339849719613,Capital Trust,1286.99,3147,42012.24,Debit,2023-02-14,Berlin,1
75.253.203.67.24.205-25,Male,23,XTPY13304888381704,Global Bank,1847.4,1870,6784.23,Credit,2024-01-16,Beijing,1
255.184.28.65.155.165-81,Male,50,VEOG84288217906329,Global Bank,2379.15,2063,36118.55,Credit,2024-06-26,Berlin,1
136.188.137.9.125.32-21,Female,57,ILXA55598471464866,Pioneer Savings,8034.18,2345,36001.08,Credit,2024-06-27,Sydney,1
136.230.75.211.145.17-51,Female,52,ZLZM51327648648886,Pioneer Savings,4508.64,9743,13137.86,Credit,2024-06-17,Berlin,0
147.193.105.77.73.29-30,Female,27,IIKL29869409760094,Global Bank,5988.81,9455,4799.65,Debit,2022-12-09,Sydney,1
4.190.32.157.135.45-66,Female,21,IATI15525437934158,Pioneer Savings,918.09,7247,32231.93,Debit,2023-11-03,New York,0
55.237.168.225.19.54-89,Female,22,QYUK21517665641987,Unity Bank,8477.71,9612,40060.06,Credit,2024-10-29,Mumbai,0
249.123.14.86.146.189-22,Female,67,RSLG91332488099402,Capital Trust,3939.74,9977,10161.05,Credit,2023-03-11,Sydney,1
223.47.181.39.39.196-84,Male,69,KISL04848673433544,Unity Bank,8189.76,2585,10474.98,Credit,2024-01-10,Mumbai,0
55.107.225.34.113.62-49,Male,61,KSFF92326362490579,Capital Trust,6739.36,7452,43547.78,Credit,2023-12-21,Beijing,0
167.149.206.234.10.79-61,Male,42,XHKQ91652304422391,Unity Bank,9176.92,3908,18790.78,Debit,2024-05-31,Berlin,1
40.94.42.236.209.19-43,Male,53,ZCUP49912177008381,Global Bank,8968.35,4044,2958.34,Credit,2021-12-13,London,1
217.176.33.255.2.105-98,Male,61,YWXR22630688689570,Capital Trust,4475.23,2215,44400.12,Credit,2022-02-12,New York,1
177.93.69.78.230.10-64,Female,46,BTIU72036303164427,Unity Bank,232.75,9934,35030.29,Debit,2022-07-16,Sydney,1
224.98.122.54.9.221-75,Male,75,UDTI91963915204895,Global Bank,2791.39,8315,36692.34,Debit,2023-06-20,Sydney,0
175.143.66.212.127.254-21,Female,49,YIWX61091652843133,Summit Bank,4636.0,6418,22473.93,Debit,2024-04-26,Mumbai,0
200.150.150.134.174.192-50,Female,51,MZVB64109159990014,Capital Trust,3175.11,4897,32950.87,Debit,2024-01-29,Sydney,1
158.206.115.127.51.103-34,Male,30,PGCB20447205389058,Global Bank,4229.87,7139,5721.53,Debit,2023-08-07,Beijing,1
142.22.18.253.3.19-61,Male,56,FPTF74106618710081,Global Bank,9005.65,1401,42096.7,Credit,2023-01-31,London,0
199.132.229.150.182.192-62,Male,78,HMFP76479934220653,Pioneer Savings,4773.08,8847,18828.53,Credit,2024-03-18,Berlin,1
249.127.36.68.133.98-97,Female,34,DIKQ99431476394839,Summit Bank,5978.5,4544,21369.07,Credit,2022-12-17,London,0
127.67.106.35.242.163-92,Female,30,ADCE25734007020323,Pioneer Savings,4626.61,5169,24315.57,Credit,2022-05-21,Sydney,1
47.48.106.28.77.102-49,Male,59,BESI78632647132453,Pioneer Savings,2796.99,3061,3650.17,Credit,2022-04-26,Tokyo,0
245.104.132.177.240.121-97,Male,75,WNNS22116386618325,Capital Trust,6227.75,6636,20712.82,Debit,2022-03-15,London,1
146.118.8.32.205.192-17,Female,23,TWZU46712995232189,Global Bank,4904.97,9936,48995.53,Debit,2024-01-26,Beijing,1
21.252.100.100.234.201-56,Female,30,JREX53715244370928,Capital Trust,6293.15,8833,32757.58,Debit,2024-08-15,Berlin,1
39.45.10.171.57.80-93,Male,30,YXFE37045983809554,Pioneer Savings,9565.58,8747,44903.36,Debit,2022-10-12,Berlin,0
105.177.203.136.6.188-69,Female,55,OYRB40406238417031,Summit Bank,8397.2,2086,33568.45,Credit,2022-05-14,London,1
1.45.149.32.72.98-13,Female,50,YSIH96101056618982,Pioneer Savings,7460.72,2591,44508.28,Credit,2024-07-21,New York,1
154.226.161.255.98.243-65,Female,18,NYQH33420737426041,Pioneer Savings,2709.19,8582,2846.94,Debit,2023-12-09,Tokyo,1
80.252.17.44.135.134-66,Male,30,KOTF20715120235299,Pioneer Savings,1362.71,2745,1028.21,Credit,2022-03-09,Beijing,0
247.145.132.234.26.214-81,Male,28,QROF35074181851064,Summit Bank,2031.14,1703,22553.21,Credit,2024-05-09,New York,0
95.34.89.117.243.230-75,Male,30,VHAO61079480598033,Summit Bank,1885.0,1147,16293.93,Debit,2024-03-03,Tokyo,0
86.230.77.122.215.138-59,Female,19,UNCI33499425737827,Capital Trust,9001.26,3125,36797.7,Debit,2022-08-22,London,1
53.118.160.33.114.5-23,Male,79,GEIP60830057584489,Pioneer Savings,9009.88,6555,18792.44,Debit,2023-02-07,Berlin,1
55.215.94.138.223.220-31,Male,47,MJEZ55659616330730,Summit Bank,7560.24,1966,49000.08,Debit,2022-11-21,Sydney,1
181.235.255.59.5.181-20,Male,27,ISCP13625218337197,Pioneer Savings,6875.21,8032,2897.65,Credit,2024-08-21,Mumbai,1
40.71.36.113.146.39-77,Female,75,QTEE62013395475665,Capital Trust,6659.54,2760,43317.88,Debit,2022-01-21,Berlin,0
168.237.101.97.115.137-22,Female,68,LEFW99368420214293,Global Bank,3242.17,8891,32637.73,Debit,2022-10-28,Berlin,0
232.150.250.7.80.166-65,Male,39,UZUP91261477682177,Pioneer Savings,6606.97,4538,30870.27,Credit,2022-02-13,London,0
224.16.51.184.75.76-73,Male,75,QRTO39403129107147,Global Bank,8187.49,9415,16803.06,Debit,2024-07-06,Mumbai,1
92.188.152.151.239.130-42,Female,27,SSJR83972490578714,Pioneer Savings,4618.86,4054,37629.95,Debit,2022-09-29,Mumbai,1
29.236.158.40.21.241-60,Male,41,YANY11661445860417,Summit Bank,8096.63,2466,19589.05,Debit,2024-05-22,New York,1
11.10.83.177.26.110-15,Female,20,MWQX64763015114343,Unity Bank,4718.31,1019,18037.09,Debit,2024-09-25,Berlin,1
104.53.171.147.136.97-98,Female,72,EHTP79942832383619,Pioneer Savings,6920.54,8317,10428.34,Debit,2023-12-03,London,1
137.84.3.165.221.179-23,Female,67,XQVB12471939117020,Capital Trust,2319.16,5938,14581.89,Credit,2024-01-23,London,1
228.117.191.226.81.132-82,Male,38,YEVZ73673218149663,Global Bank,4811.34,8034,16032.7,Debit,2022-07-11,Tokyo,1
20.173.126.201.215.118-93,Male,45,RLIY63473842745524,Global Bank,6723.59,3872,33579.55,Debit,2023-08-09,Berlin,1
189.251.119.226.250.14-29,Male,47,XUCS18855185342022,Summit Bank,3193.68,7304,28224.87,Debit,2022-01-20,Tokyo,0
249.153.18.97.75.21-61,Male,47,UXZK71685986455154,Summit Bank,5629.61,8726,14526.06,Debit,2023-05-24,Tokyo,1
124.72.43.96.239.107-42,Female,56,WCPV22304681537901,Pioneer Savings,5604.5,3334,47051.67,Credit,2022-12-21,Sydney,0
177.55.73.12.207.45-12,Male,43,DZIY42939703760185,Unity Bank,6871.19,7224,31437.89,Debit,2022-03-26,New York,0
125.65.225.80.40.104-49,Male,51,RWMQ89752946612397,Pioneer Savings,5133.94,8723,17865.77,Debit,2024-11-13,Tokyo,0
62.96.108.71.94.79-45,Female,50,BKTQ75715230290011,Summit Bank,1389.92,5369,15109.47,Credit,2022-01-03,Sydney,0
32.176.220.34.171.178-57,Female,73,RXSG69229048592129,Pioneer Savings,128.89,2063,12320.9,Credit,2024-04-06,Berlin,1
69.7.36.205.149.38-86,Female,76,WUNW87008498060905,Capital Trust,9209.6,2040,1251.79,Credit,2022-06-25,Mumbai,1
143.241.159.255.237.117-28,Female,56,JIMB60396449308046,Summit Bank,5775.33,7371,11341.72,Debit,2024-01-01,Beijing,1
218.70.31.25.97.153-97,Female,55,VPXD43620691176173,Global Bank,9341.7,3756,41724.77,Credit,2022-04-15,Sydney,0
76.110.188.242.247.255-60,Female,18,JNYK65499358524260,Global Bank,9284.01,4583,39579.23,Credit,2022-06-22,Mumbai,1
222.64.25.124.71.199-82,Male,50,QTVT57925923910940,Pioneer Savings,198.34,1366,16213.15,Debit,2024-06-16,Mumbai,1
30.88.243.141.175.177-28,Male,71,AOCA18849312922140,Unity Bank,4067.31,5649,16655.28,Credit,2024-10-14,Berlin,0
138.19.165.224.49.202-43,Female,21,UBZB69038583842115,Global Bank,6761.06,4631,13737.8,Credit,2021-12-02,London,0
180.60.207.9.232.94-76,Male,37,AFEK96286279775805,Summit Bank,1556.76,3314,10620.2,Debit,2023-04-04,Berlin,0
141.171.142.202.130.35-55,Male,62,VYQV26391916475277,Global Bank,9011.31,8580,28731.7,Debit,2023-04-10,London,0
63.226.74.41.246.233-82,Male,70,VXRN26951706199053,Pioneer Savings,6020.08,2985,46533.92,Debit,2023-01-13,London,0
220.38.37.246.29.49-67,Female,36,VYID75843614368767,Capital Trust,5904.21,9908,10346.75,Credit,2024-11-21,London,0
197.211.42.102.171.9-33,Male,31,QJSX14484823589102,Summit Bank,7709.88,3010,11593.62,Credit,2022-03-18,Berlin,0
4.138.142.21.55.75-15,Female,21,DZLX81021852231194,Pioneer Savings,7258.78,9312,35302.02,Credit,2022-08-31,New York,1
81.213.230.159.188.248-61,Male,72,SESP64128553333246,Pioneer Savings,1995.93,1635,1244.24,Debit,2024-07-27,London,0
139.95.230.94.25.42-76,Male,25,QXVX97886167265561,Summit Bank,8507.57,6733,43957.21,Credit,2023-04-14,Sydney,0
26.100.177.130.74.85-57,Male,77,PEST60261522265752,Unity Bank,9961.82,4387,31787.5,Debit,2023-03-01,Sydney,1
237.102.89.67.6.43-91,Male,75,GBNM46220440646010,Pioneer Savings,9297.96,1102,30721.14,Debit,2022-06-04,Berlin,0
248.12.163.158.87.165-95,Female,52,FCTP18855409521900,Unity Bank,8593.35,7319,15074.85,Credit,2023-04-11,New York,0
18.100.224.67.178.204-28,Male,52,GGTS46118164171779,Unity Bank,1501.87,4821,6112.89,Debit,2024-05-20,London,0
204.205.226.252.61.156-47,Female,73,JOPS05669808394153,Pioneer Savings,4057.42,5995,4452.05,Debit,2022-09-27,Beijing,1
237.213.2.136.2.179-11,Male,18,PQXZ31821954768163,Global Bank,1696.26,4872,24595.43,Credit,2022-02-03,New York,1
237.234.58.80.188.83-36,Female,74,BPCY97818026964202,Unity Bank,9249.27,9811,27960.73,Credit,2022-11-28,Mumbai,1
21.213.18.97.226.252-79,Male,42,WIHU46111691183553,Unity Bank,5756.56,1014,30315.12,Debit,2024-03-26,Beijing,1
40.94.42.24.1.137-47,Male,18,FKCS32446786998515,Summit Bank,3852.27,4595,35784.06,Credit,2023-11-05,Beijing,1
61.85.238.39.228.44-11,Female,38,SHCV09701585584924,Global Bank,4948.15,1261,26037.11,Debit,2023-06-02,Sydney,1
107.242.81.244.67.201-99,Female,31,PNSJ95604854319282,Pioneer Savings,724.33,7282,36086.17,Debit,2022-07-17,Berlin,1
205.23.255.179.21.61-50,Female,61,KWOC13466773130458,Summit Bank,5178.01,3456,49607.88,Credit,2023-03-21,New York,1
243.190.29.194.52.9-76,Female,29,EOMD94205516671663,Global Bank,6468.34,3117,39050.84,Debit,2022-09-21,Sydney,1
139.154.204.80.227.249-48,Male,26,DURW13903116208986,Unity Bank,4521.24,4356,36320.42,Credit,2022-07-20,New York,0
146.146.61.58.148.207-74,Female,18,POOA66451960701228,Summit Bank,4391.49,8682,47172.97,Debit,2022-12-15,Sydney,0
189.164.127.170.243.5-50,Male,58,XAHI50219300823732,Capital Trust,4026.52,1298,25020.54,Credit,2024-07-17,Sydney,1
48.73.86.214.54.14-74,Female,56,FPON92424201787423,Unity Bank,9745.39,8293,42437.14,Debit,2023-09-15,Tokyo,0
21.41.104.55.249.200-32,Male,69,SLYJ33739734678252,Summit Bank,3460.92,4715,12241.2,Credit,2022-02-02,Tokyo,1
242.22.61.64.44.139-80,Male,58,AGTD71934071449445,Capital Trust,1176.14,5998,46423.64,Debit,2024-06-09,Beijing,0
225.246.45.111.3.18-84,Male,50,XMJM44749395334909,Summit Bank,5871.92,3330,48288.61,Credit,2023-01-22,Mumbai,1
173.114.155.184.68.133-73,Female,20,MBNN98193149897962,Capital Trust,3798.01,6850,4752.62,Debit,2024-08-14,Mumbai,0
95.49.147.79.26.53-94,Female,52,EAQP78839684814157,Pioneer Savings,946.45,8589,7652.6,Credit,2022-02-15,Tokyo,0
72.98.104.114.132.218-96,Female,62,LICE72383386457156,Unity Bank,6210.91,8813,11629.69,Debit,2023-09-21,London,0
2.243.67.59.145.37-64,Female,40,UYNH40561570172171,Pioneer Savings,4586.2,6804,28231.28,Debit,2022-06-03,Mumbai,0
212.247.156.31.224.16-83,Female,35,IANH18880894696740,Pioneer Savings,6248.5,8933,5357.83,Credit,2024-05-04,Sydney,1
122.186.148.158.94.73-11,Female,36,PVBF13562850445800,Unity Bank,3177.84,8985,3071.93,Credit,2022-04-18,Berlin,0
200.252.33.135.186.103-12,Female,71,ZRNE90555972451559,Unity Bank,372.05,8376,1933.91,Debit,2022-12-08,Sydney,0
205.49.48.101.104.171-33,Female,25,QATI46408763872080,Summit Bank,944.21,5969,43606.67,Debit,2022-10-09,Beijing,0
152.234.222.51.144.183-63,Male,50,SYBF79830480909789,Capital Trust,1568.87,7268,39581.87,Credit,2024-03-01,Beijing,0
120.240.11.3.206.255-20,Male,28,MPDE93833345668085,Pioneer Savings,8569.46,1931,5243.04,Debit,2023-04-19,Mumbai,1
138.221.37.48.238.43-30,Male,40,PERP37418029479309,Capital Trust,6409.69,9211,12789.67,Credit,2022-10-06,London,0
59.170.56.110.190.192-30,Male,66,TVJN67311900340644,Pioneer Savings,1879.84,1156,35188.97,Credit,2023-05-06,Tokyo,1
52.78.102.190.217.41-17,Male,25,GINE47352889432914,Capital Trust,8877.26,7242,40706.16,Credit,2022-06-15,Mumbai,1
30.247.99.104.224.69-58,Female,20,AEPN19647423206427,Summit Bank,3970.14,3239,28229.94,Credit,2022-08-23,Tokyo,1
160.122.3.21.89.160-12,Male,33,MYVO33824425806099,Summit Bank,7781.53,7518,42569.07,Credit,2022-09-15,New York,0
25.182.106.166.141.143-81,Male,31,HLZU16310166843507,Unity Bank,8610.31,2171,16166.1,Credit,2022-02-12,Berlin,1
249.211.161.139.109.224-84,Female,80,KWER30763000845627,Pioneer Savings,1271.31,3433,46781.73,Credit,2024-05-17,Sydney,0
21.9.9.29.182.20-98,Male,77,GBZC24847513431473,Pioneer Savings,2797.49,8376,28958.71,Debit,2024-06-02,Mumbai,0
103.71.151.11.185.65-45,Female,34,VINM97917770071403,Unity Bank,5905.79,5576,34412.21,Credit,2022-10-20,London,1
228.130.168.107.16.65-46,Female,67,BYQN36364752628524,Capital Trust,6629.28,3227,12978.32,Debit,2022-02-13,Tokyo,1
101.253.239.174.159.199-17,Female,45,OPOE74787203646095,Pioneer Savings,3541.78,1313,21307.36,Debit,2023-06-12,London,1
27.73.29.157.15.83-49,Female,59,ORAI72411336831841,Summit Bank,5931.68,1350,24514.87,Credit,2023-07-12,London,1
197.214.157.146.59.128-35,Male,30,QSXH69754029831327,Global Bank,900.23,9532,30781.37,Debit,2023-03-09,Sydney,0
23.48.113.123.237.254-64,Female,55,OXIG59274106730834,Global Bank,2926.79,9493,36338.96,Credit,2023-02-27,Mumbai,0
166.193.101.128.87.14-20,Female,80,BUAW36650765748984,Capital Trust,4952.3,7262,49805.38,Credit,2022-11-03,New York,1
196.79.33.150.42.97-31,Male,62,ESRJ91934206340676,Summit Bank,4564.65,5550,9090.42,Credit,2022-08-23,Mumbai,1
42.150.68.111.174.101-20,Male,24,HZLN91890482736115,Summit Bank,6042.22,6984,20893.64,Debit,2021-12-17,London,1
175.199.104.110.13.188-99,Female,59,XIEO49460593712469,Unity Bank,6443.59,1396,23282.83,Credit,2022-03-29,Sydney,0
178.229.247.20.121.147-71,Female,20,POLC14625336280273,Pioneer Savings,3098.97,9523,11165.74,Credit,2022-12-29,Sydney,0
29.200.204.178.207.81-30,Female,52,SWRK12552170768894,Global Bank,2854.76,9764,39210.38,Debit,2023-01-25,Tokyo,1
78.175.181.163.23.168-32,Female,29,ACTL06437424473728,Pioneer Savings,2378.95,7575,34874.44,Debit,2022-01-04,New York,1
171.251.189.74.177.133-73,Male,52,YPSY98634744485335,Pioneer Savings,3872.46,2755,39198.12,Credit,2023-09-24,New York,1
15.37.127.239.247.66-85,Female,80,XZCM76423139572514,Summit Bank,3348.07,7186,28895.11,Debit,2022-11-22,Berlin,1
35.97.179.236.79.37-79,Male,22,ISXR24142303230883,Capital Trust,9103.4,1931,17667.18,Credit,2024-06-14,Tokyo,1
167.83.220.55.143.186-82,Female,59,RSTU80261019448820,Unity Bank,9877.45,7419,31266.82,Debit,2024-11-20,Beijing,1
151.159.73.182.56.29-77,Female,57,LIWL02027930988775,Unity Bank,6306.63,4620,46632.07,Debit,2023-09-04,New York,0
98.40.180.199.36.99-66,Female,36,CTZW20772664072344,Summit Bank,3299.05,5593,40101.26,Credit,2023-04-07,Tokyo,0
21.54.219.115.167.215-24,Male,40,OFIB50513633469974,Global Bank,2027.58,1942,33665.54,Credit,2022-11-15,Mumbai,1
208.207.89.37.87.236-23,Male,67,EGLX16946229159592,Pioneer Savings,5935.15,5010,18022.27,Debit,2024-03-06,Mumbai,0
116.164.51.32.67.131-36,Male,59,NTFL99818810631608,Pioneer Savings,7355.18,6515,1313.22,Credit,2023-11-23,Mumbai,0
62.138.183.212.153.217-77,Male,63,GVLZ10241429367503,Summit Bank,5598.02,3220,8217.07,Credit,2023-07-03,Tokyo,0
209.38.92.94.226.69-96,Male,18,NPCW47045977008006,Unity Bank,9654.58,7547,41104.0,Debit,2024-08-13,Tokyo,1
155.209.82.17.136.55-73,Female,21,AGUX84262330108222,Capital Trust,2922.11,4685,16607.96,Debit,2023-12-07,New York,1
156.62.209.67.181.36-24,Female,45,OUED19247750275056,Pioneer Savings,7021.03,6616,30330.64,Debit,2024-02-29,New York,1
236.161.98.78.81.187-64,Male,64,AVFV77542079481064,Global Bank,4193.95,8164,25482.65,Credit,2024-01-23,New York,1
174.182.31.162.50.244-62,Male,59,PEUR28824846102860,Global Bank,9885.41,5399,48015.31,Credit,2022-03-28,Tokyo,0
96.158.60.177.247.144-88,Female,48,EUVO14807733444801,Unity Bank,627.13,4610,25758.8,Debit,2023-07-23,Berlin,1
254.56.131.49.83.148-15,Male,58,SZAJ26746891013943,Unity Bank,3873.71,2370,26292.49,Debit,2022-11-03,London,0
115.148.8.204.239.223-11,Female,28,ALNA40046321270270,Capital Trust,8024.74,1569,34900.99,Credit,2023-02-12,Tokyo,1
83.138.143.0.143.152-48,Female,36,KLUS73849281567376,Capital Trust,8385.77,4692,22624.17,Debit,2022-12-29,Beijing,0
65.51.190.19.115.202-42,Female,43,YKTU91935815434768,Capital Trust,9869.95,3331,26949.02,Debit,2023-10-06,New York,1
77.71.217.167.56.241-15,Male,62,ZVEW13437143290957,Pioneer Savings,7906.96,3197,44246.87,Credit,2023-06-29,Tokyo,1
57.145.89.219.253.176-60,Male,34,TYQV61399934890374,Capital Trust,7955.39,8468,18184.31,Debit,2022-05-20,Beijing,1
30.86.43.24.72.27-75,Female,64,GJOU61075537341063,Global Bank,247.78,3383,22864.68,Debit,2024-05-20,Tokyo,0
74.1.6.132.143.118-42,Male,79,QYWY42044259013810,Pioneer Savings,9388.31,2718,12507.08,Debit,2024-05-16,New York,1
156.34.208.180.235.242-98,Female,60,RWAZ74599279898117,Global Bank,2188.96,8921,18743.8,Debit,2023-03-13,Sydney,1
229.90.22.63.225.3-14,Female,31,VLRM75164427204719,Summit Bank,3643.86,3815,34089.86,Credit,2022-05-27,Berlin,1
254.11.236.27.124.56-62,Male,71,DIZK87368043771833,Pioneer Savings,9441.76,1865,16188.75,Debit,2021-12-12,Beijing,1
47.8.189.153.142.247-85,Female,25,USXP48740307116999,Pioneer Savings,2786.24,8574,29937.99,Debit,2022-09-02,Tokyo,1
182.181.132.78.177.174-25,Female,48,UUYG24835692162017,Pioneer Savings,1540.38,9047,35433.66,Debit,2023-08-15,Tokyo,1
66.121.203.234.225.151-97,Male,23,SYNP78503655510173,Summit Bank,346.21,1999,41195.63,Debit,2023-08-19,Tokyo,0
39.138.23.15.4.57-85,Female,42,PIIH69195842670300,Global Bank,2549.69,1212,43340.87,Credit,2022-12-14,London,1
216.197.46.41.180.215-45,Female,48,DCSZ38494322360446,Unity Bank,302.18,2949,20691.93,Debit,2022-05-20,Mumbai,1
251.185.208.192.166.111-22,Male,30,HSZM18063956221552,Unity Bank,8830.91,9593,16588.58,Debit,2022-05-29,Tokyo,1
5.60.127.161.50.31-37,Female,76,BKPO92928956189193,Capital Trust,8606.29,4327,21333.02,Credit,2024-09-11,London,1
152.19.18.106.71.131-14,Male,41,YFEY51392787975444,Summit Bank,1933.22,5445,19539.93,Debit,2024-02-15,New York,0
165.118.116.234.107.47-55,Male,50,AYZM41543583962911,Global Bank,5500.49,2248,3848.78,Credit,2024-04-08,Mumbai,1
125.251.157.140.36.162-36,Male,77,CFIF94891178964533,Unity Bank,160.2,8647,12895.51,Debit,2023-05-21,Beijing,1
203.187.184.127.130.219-88,Male,55,DFWC40779517765270,Summit Bank,4459.95,4990,47491.72,Credit,2022-11-13,Tokyo,0
54.76.26.137.159.166-12,Male,48,BLYE19997408105398,Pioneer Savings,9388.66,5114,41494.58,Debit,2023-11-13,Mumbai,1
61.34.101.12.6.16-17,Male,79,LCRR48517717909106,Capital Trust,3475.46,4137,28755.56,Debit,2024-07-12,Sydney,0
200.182.13.230.139.48-94,Female,27,NWVJ47304826446112,Summit Bank,8729.72,6006,21532.5,Debit,2022-02-14,Berlin,0
72.197.177.69.135.29-28,Male,19,CKIH98877748939004,Summit Bank,1794.21,4546,33828.78,Credit,2024-02-24,Tokyo,0
129.253.223.83.156.5-89,Male,68,RCYV10713839941821,Global Bank,7620.99,7058,7843.83,Debit,2022-04-07,Mumbai,0
10.220.92.50.246.49-61,Male,53,CBLZ79683464540239,Global Bank,6160.85,1348,32711.8,Credit,2024-02-22,Berlin,1
216.16.202.246.77.222-52,Male,30,DOWQ47213622351816,Global Bank,3771.05,3544,8151.68,Credit,2024-03-29,Mumbai,0
132.206.187.194.8.3-97,Male,52,ZEHU92488966371645,Unity Bank,5912.92,3051,28672.55,Credit,2024-11-10,Tokyo,0
58.250.65.226.244.199-64,Female,31,EPQR04227788246170,Unity Bank,3216.15,3049,1616.16,Credit,2022-04-21,Mumbai,0
164.118.52.77.0.248-57,Female,21,NVBN90096816531946,Capital Trust,5519.62,4271,11994.05,Debit,2023-10-30,Sydney,1
